    # Step         Domain_Size
   2380000      1.26030769E+01     -2.49999434E-01      5.16528845E-01      4.83772926E+01      1.23026104E+01
   2390000      1.25259943E+01     -2.49999449E-01      5.16600192E-01      4.88195877E+01      9.54609299E+00
   2400000      1.24878044E+01     -2.49999419E-01      5.16278744E-01      4.92686195E+01      1.36629896E+01
   2410000      1.24878044E+01     -2.49999523E-01      5.16642392E-01      5.22220573E+01      1.37772655E+01
   2420000      1.25644169E+01     -2.49999404E-01      5.16808152E-01      5.52343979E+01      1.43763771E+01
   2430000      1.25644169E+01     -2.49999449E-01      5.16544104E-01      4.74391479E+01      1.05386209E+01
   2440000      1.25644169E+01     -2.49999478E-01      5.16081095E-01      4.69975395E+01      1.12838459E+01
   2450000      1.26030769E+01     -2.49999568E-01      5.16607881E-01      4.75969543E+01      1.05828924E+01
   2460000      1.26030769E+01     -2.49999523E-01      5.16399264E-01      4.90969391E+01      1.13945980E+01
   2470000      1.27204971E+01     -2.49999478E-01      5.16568542E-01      4.27311096E+01      1.13795710E+01
   2480000      1.26030769E+01     -2.49999449E-01      5.16540527E-01      4.81541786E+01      1.32535381E+01
   2490000      1.26419754E+01     -2.49999478E-01      5.16815722E-01      4.57607841E+01      1.13639746E+01
   2500000      1.25644169E+01     -2.49999478E-01      5.16694546E-01      4.47980995E+01      1.28931055E+01
   2510000      1.25259943E+01     -2.49999434E-01      5.16576052E-01      4.92801247E+01      1.08752756E+01
   2520000      1.26030769E+01     -2.49999493E-01      5.16409755E-01      5.08295555E+01      1.10126133E+01
   2530000      1.24878044E+01     -2.49999449E-01      5.16625881E-01      4.74890862E+01      1.06676960E+01
   2540000      1.24878044E+01     -2.49999449E-01      5.16776443E-01      4.81815453E+01      1.10860605E+01
   2550000      1.25644169E+01     -2.49999404E-01      5.16193569E-01      4.99959450E+01      1.28231049E+01
   2560000      1.25259943E+01     -2.49999404E-01      5.16703725E-01      4.73351707E+01      1.06401110E+01
   2570000      1.24878044E+01     -2.49999419E-01      5.16672432E-01      4.88954926E+01      1.19236517E+01
